                    1                   63   2.0744951743685021E-002   2500.0000000000000      -0.13060146213577087        0.0000000000000000       -4.1792467883446989        315.82075321165530     
                    2                   63   1.9278159084404254E-002   2500.0000000000000      -0.12172851367520125       0.13293350341807542       -3.8444390876237549        311.97631412403155     
                    3                   63   2.0901841478628835E-002   1250.0000000000000      -0.13227890157084138       0.12502177520778682       -4.1267884148446683        307.84952570918688     
                    4                   63   2.1137069840807751E-002   625.00000000000000      -0.13394362761135173       0.13636739845074916       -4.1234482231922698        303.72607748599461     
                    5                   64   2.0620937023504943E-002   312.50000000000000      -0.13066937285165334       0.13862974940738124       -3.9687696063787143        299.75730787961589     
                    6                   64   1.9286784354464282E-002   312.50000000000000      -0.12265592273670420       0.13596492645771130       -3.6767009195044693        296.08060696011142     
                    7                   64   1.7440234325213369E-002   312.50000000000000      -0.11128335516181991       0.12827303766444692       -3.2948843340869303        292.78572262602449     
                    8                   65   1.5263951549141234E-002   312.50000000000000       -9.7666584790265396E-002  0.11713776472351527       -2.8595381604233694        289.92618446560112     
                    9                   65   1.2733944367155853E-002   312.50000000000000       -8.1831811338509503E-002  0.10407491399293103       -2.3725184829282853        287.55366598267284     
                   10                   65   1.0470404665050960E-002   312.50000000000000       -6.7555681130039125E-002   8.8540430876335438E-002  -1.9425883766899119        285.61107760598293     
                   11                   65   8.5198097927015291E-003   468.75000000000000       -5.5086463822154957E-002   7.4502150231645373E-002  -1.5733304293748915        284.03774717660804     
                   12                   66   6.8412197321770507E-003   703.12500000000000       -4.4465092001810924E-002   6.2271227764562370E-002  -1.2629764560194872        282.77477072058855     
                   13                   66   5.4423169565526045E-003   1054.6875000000000       -3.5543670805089092E-002   5.2309709667930859E-002  -1.0050853362477028        281.76968538434085     
                   14                   66   4.3082722208211740E-003   1582.0312500000000       -2.8244746078599680E-002   4.3638590289700907E-002 -0.79585132163276739        280.97383406270808     
                   15                   66   3.3951564029199794E-003   2373.0468750000000       -2.2324800527534609E-002   3.6605178273796286E-002 -0.62726847989063117        280.34656558281745     
                   16                   66   2.6691322385812080E-003   3559.5703125000000       -1.7591881201432846E-002   3.0978495859002780E-002 -0.49318234769629044        279.85338323512116     
                   17                   67   2.3043800430844847E-003   5339.3554687500000       -1.3788076809233886E-002   2.6562026191957189E-002 -0.38586399433694396        279.46751924078421     
                   18                   66   3.3356963099658915E-003   8009.0332031250000       -1.0777192920599445E-002   2.3524669854051630E-002 -0.30118753698991441        279.16633170379430     
                   19                   67   4.7249569881113876E-003   10000.000000000000       -8.4361876250744761E-003   2.0389028446363856E-002 -0.23550995528569274        278.93082174850861     
                   20                   66   5.3672830590958433E-003   10000.000000000000       -6.5825800337401931E-003   1.8808175526217115E-002 -0.18360844580365665        278.74721330270495     
                   21                   67   5.1261948104257618E-003   10000.000000000000       -5.1657765385281652E-003   1.6767276735225378E-002 -0.14399458146590405        278.60321872123905     
                   22                   67   5.4853830994100704E-003   10000.000000000000       -4.0107201329569716E-003   1.6048374776834639E-002 -0.11173995384319824        278.49147876739585     
                   23                   67   5.7350653291081133E-003   10000.000000000000       -3.1256222459017406E-003   1.5062869666756039E-002  -8.7045916132922230E-002   278.40443285126292     
                   24                   67   5.8927616234849640E-003   10000.000000000000       -2.4438542201132055E-003   1.4333682544658463E-002  -6.8037984812178820E-002   278.33639486645075     
                   25                   67   5.9753253433953322E-003   10000.000000000000       -1.9176549371878434E-003   1.3781615591696297E-002  -5.3375316181472954E-002   278.28301955026927     
                   26                   67   5.9989266495483282E-003   10000.000000000000       -1.5121360878182621E-003   1.3357414940126764E-002  -4.2080179648905869E-002   278.24093937062037     
                   27                   67   5.9780878103424303E-003   10000.000000000000       -1.1987073635025985E-003   1.3026677954350240E-002  -3.3352946285162943E-002   278.20758642433520     
                   28                   67   5.9250150971282660E-003   10000.000000000000       -9.5689068840018176E-004   1.2765155101888947E-002  -2.6621424889185619E-002   278.18096499944602     
                   29                   67   5.8493787073197441E-003   10000.000000000000       -7.7058853076365558E-004   1.2555842720874214E-002  -2.1436306110558689E-002   278.15952869333546     
                   30                   68   5.7587953727896895E-003   10000.000000000000       -6.1948887044482046E-004   1.2385982282291444E-002  -1.7231673223363941E-002   278.14229702011210     
                   31                   67   5.6570722280014875E-003   10000.000000000000       -4.9848464259398453E-004   1.2705592408924852E-002  -1.3864966352002739E-002   278.12843205376009     
                   32                   67   5.5478371120713955E-003   10000.000000000000       -3.9067963980698908E-004   1.2119165918985328E-002  -1.0865911565474562E-002   278.11756614219462     
                   33                   67   5.4346931512505338E-003   10000.000000000000       -3.1997240086462325E-004   1.1963697596709960E-002  -8.8989945361390710E-003   278.10866714765848     
                   34                   67   5.3184778728655379E-003   10000.000000000000       -2.7147536852777072E-004   1.1852963298876040E-002  -7.5499652904795767E-003   278.10111718236800     
