                    1   315.82075321165530        3.9809266569680628E-004   2.2756175687089573E-006   4.8564387341376289E-002  0.25296603725240829     
                    2   311.97631412403155        3.9956527878308380E-004   1.0057263972992668E-006   3.9535467246948064E-002  0.25886834742893627     
                    3   307.84952570918688        4.0050457143170007E-004   4.6523591937079748E-007   3.1446323438770220E-002  0.26535742305393617     
                    4   303.72607748599461        4.0127488256462947E-004   3.4253525751501858E-007   2.4984579560400014E-002  0.27179613094240318     
                    5   299.75730787961589        4.0156715842021951E-004   2.0743364287871915E-007   1.9938503834568830E-002  0.27793205194570902     
                    6   296.08060696011142        4.0184015549721779E-004   1.4360245407257862E-007   1.6026518353861031E-002  0.28349545513154112     
                    7   292.78572262602449        4.0170283842813040E-004   1.3208249335764621E-007   1.3004617224230583E-002  0.28842384615171712     
                    8   289.92618446560112        4.0167235769218620E-004   9.3899184791201345E-008   1.0950288221218504E-002  0.29264714181407797     
                    9   287.55366598267284        4.0155591362207020E-004   7.7521623368094956E-008   9.3512710960459815E-003  0.29605174130176176     
                   10   285.61107760598293        4.0137461670061069E-004   6.7937509558331205E-008   8.2991364008926146E-003  0.29881517024756959     
                   11   284.03774717660804        4.0114177253634331E-004   7.2378318511874534E-008   7.4469972902352546E-003  0.30104506839967365     
                   12   282.77477072058855        4.0120530706194810E-004   6.8938500985015057E-008   6.8148392605322655E-003  0.30281937557245203     
                   13   281.76968538434085        4.0091358050254239E-004   6.8086154501946107E-008   6.4094588391294047E-003  0.30420485926741275     
                   14   280.97383406270808        4.0094910831614766E-004   6.7914859387761295E-008   6.0884686380963619E-003  0.30530764921147335     
                   15   280.34656558281745        4.0097621306508911E-004   6.8020693471504433E-008   5.8354728460573383E-003  0.30617448327927355     
                   16   279.85338323512116        4.0063783911120215E-004   8.7872794035652096E-008   5.6365579273659943E-003  0.30686208574171131     
                   17   279.46751924078421        4.0065330885798200E-004   7.6128564127251017E-008   5.4809276510230194E-003  0.30738904975424736     
                   18   279.16633170379430        4.0066521388097378E-004   9.0642604119010928E-008   5.3594498756909456E-003  0.30780381339213780     
                   19   278.93082174850861        4.0067442105737224E-004   8.5250316824432898E-008   5.2644617970918619E-003  0.30812927915842969     
                   20   278.74721330270495        4.0068138006341694E-004   9.5407210208722043E-008   5.1904071208880628E-003  0.30838487201795456     
                   21   278.60321872123905        4.0068671812826847E-004   1.0289280267412657E-007   5.1323298790766358E-003  0.30857957240957390     
                   22   278.49147876739585        4.0069083415604024E-004   1.0807332618311096E-007   5.0872618754525855E-003  0.30873032096314623     
                   23   278.40443285126292        4.0069402473716652E-004   1.1213911167101270E-007   5.0521537021554815E-003  0.30884740714076891     
                   24   278.33639486645075        4.0069650900612872E-004   1.1552968937124884E-007   5.0247119855570364E-003  0.30893869285921677     
                   25   278.28301955026927        4.0069845202772792E-004   1.1845574733810703E-007   5.0031841536547867E-003  0.30901009940679053     
                   26   278.24093937062037        4.0069998024374199E-004   1.2103433118954877E-007   4.9862119818962517E-003  0.30906615984637964     
                   27   278.20758642433520        4.0070118924499614E-004   1.2333858140214663E-007   4.9727597595500550E-003  0.30911039305231142     
                   28   278.18096499944602        4.0070215279703193E-004   1.2541719401352384E-007   4.9620225573934586E-003  0.30914548182150975     
                   29   278.15952869333546        4.0070292768749292E-004   1.5880536392564495E-007   4.9533766658546741E-003  0.30917351387703051     
                   30   278.14229702011210        4.0070354670469229E-004   1.3607012640306839E-007   4.9472492135750473E-003  0.30919609389326208     
                   31   278.12843205376009        4.0070404103840682E-004   1.4315552438576195E-007   4.9431376804747592E-003  0.30921421623307183     
                   32   278.11756614219462        4.0070442825341704E-004   1.4765589064894972E-007   4.9399154905370394E-003  0.30922874958588076     
                   33   278.10866714765848        4.0070474523249772E-004   1.5104914642316230E-007   4.9372765724419142E-003  0.30924016052846126     
                   34   278.10111718236800        4.0070501405431219E-004   1.5381474821446871E-007   4.9350376970339433E-003  0.30924952274705875     
                   35   278.09452464972196        4.0070524867180077E-004   1.8127529478328342E-007   4.9330827398057220E-003  0.30925747910001089     
                   36   278.08871837292003        4.0070545515614656E-004   1.6441932896509876E-007   4.9313609397916066E-003  0.30926442611475452     
