     ALT          P          T          FH2O           FCO2           FH2O          PCO2          FSATUR(ND)
3.5666E+01  6.0230E-02 1.8779E+02    2.5097E-07    5.9975E-03    2.5098E-07    5.6757E-04    3.7475E-06    8.0000E-02
3.4842E+01  6.9574E-02 1.8866E+02    2.5097E-07    5.9975E-03    2.5098E-07    6.5564E-04    3.7728E-06    8.0000E-02
3.4024E+01  8.0230E-02 1.8951E+02    2.5097E-07    5.9975E-03    2.5098E-07    7.5607E-04    3.7893E-06    8.0000E-02
3.3213E+01  9.2359E-02 1.9035E+02    2.5097E-07    5.9975E-03    2.5098E-07    8.7038E-04    3.7931E-06    8.0000E-02
3.2409E+01  1.0614E-01 1.9116E+02    2.5097E-07    5.9975E-03    2.5098E-07    1.0003E-03    3.7846E-06    8.0000E-02
3.1611E+01  1.2177E-01 1.9195E+02    2.5097E-07    5.9975E-03    2.5098E-07    1.1475E-03    3.7668E-06    8.0000E-02
3.0820E+01  1.3945E-01 1.9273E+02    2.5097E-07    5.9975E-03    2.5098E-07    1.3142E-03    3.7425E-06    8.0000E-02
3.0037E+01  1.5943E-01 1.9350E+02    2.5097E-07    5.9975E-03    2.5098E-07    1.5025E-03    3.7130E-06    8.0000E-02
2.9260E+01  1.8197E-01 1.9425E+02    2.5097E-07    5.9975E-03    2.5098E-07    1.7149E-03    3.6782E-06    8.0000E-02
2.8491E+01  2.0732E-01 1.9499E+02    2.5097E-07    5.9975E-03    2.5098E-07    1.9539E-03    3.6373E-06    8.0000E-02
2.7730E+01  2.3581E-01 1.9571E+02    2.5097E-07    5.9975E-03    2.5098E-07    2.2224E-03    3.5899E-06    8.0000E-02
2.6976E+01  2.6775E-01 1.9641E+02    2.5097E-07    5.9975E-03    2.5098E-07    2.5234E-03    3.5371E-06    8.0000E-02
2.6230E+01  3.0349E-01 1.9710E+02    2.5097E-07    5.9975E-03    2.5098E-07    2.8602E-03    3.4809E-06    8.0000E-02
2.5491E+01  3.4341E-01 1.9778E+02    2.5097E-07    5.9975E-03    2.5098E-07    3.2365E-03    3.4241E-06    8.0000E-02
2.4761E+01  3.8792E-01 1.9846E+02    2.5097E-07    5.9975E-03    2.5098E-07    3.6559E-03    3.3693E-06    8.0000E-02
2.4038E+01  4.3744E-01 1.9914E+02    2.5097E-07    5.9975E-03    2.5098E-07    4.1227E-03    3.3183E-06    8.0000E-02
2.3324E+01  4.9244E-01 1.9982E+02    2.5097E-07    5.9975E-03    2.5098E-07    4.6410E-03    3.2725E-06    8.0000E-02
2.2618E+01  5.5339E-01 2.0050E+02    2.5097E-07    5.9975E-03    2.5098E-07    5.2155E-03    3.2327E-06    8.0000E-02
2.1920E+01  6.2083E-01 2.0119E+02    2.5097E-07    5.9975E-03    2.5098E-07    5.8510E-03    3.1994E-06    8.0000E-02
2.1230E+01  6.9528E-01 2.0188E+02    2.5097E-07    5.9975E-03    2.5098E-07    6.5527E-03    3.1730E-06    8.0000E-02
2.0549E+01  7.7732E-01 2.0259E+02    2.5097E-07    5.9975E-03    2.5098E-07    7.3259E-03    3.1538E-06    8.0000E-02
1.9876E+01  8.6755E-01 2.0330E+02    2.5097E-07    5.9975E-03    2.5098E-07    8.1763E-03    3.1420E-06    8.0000E-02
1.9211E+01  9.6659E-01 2.0402E+02    2.5098E-07    5.9975E-03    2.5098E-07    9.1097E-03    3.1371E-06    8.0000E-02
1.8554E+01  1.0751E+00 2.0475E+02    2.5104E-07    5.9975E-03    2.5098E-07    1.0132E-02    3.1380E-06    8.0000E-02
1.7906E+01  1.1937E+00 2.0549E+02    2.6332E-07    5.9975E-03    2.5098E-07    1.1250E-02    3.1498E-06    8.3605E-02
1.7265E+01  1.3231E+00 2.0738E+02    3.5091E-07    5.9975E-03    2.5098E-07    1.2470E-02    3.7310E-06    9.4059E-02
1.6625E+01  1.4641E+00 2.1194E+02    6.7087E-07    5.9975E-03    2.5098E-07    1.3798E-02    6.3672E-06    1.0537E-01
1.5979E+01  1.6172E+00 2.1789E+02    1.4939E-06    5.9975E-03    2.5098E-07    1.5242E-02    1.2705E-05    1.1759E-01
1.5328E+01  1.7833E+00 2.2391E+02    3.2110E-06    5.9975E-03    2.5098E-07    1.6807E-02    2.4559E-05    1.3076E-01
1.4671E+01  1.9631E+00 2.2999E+02    6.6674E-06    5.9975E-03    2.5098E-07    1.8502E-02    4.6007E-05    1.4493E-01
1.4008E+01  2.1573E+00 2.3611E+02    1.3378E-05    5.9974E-03    2.5098E-07    2.0332E-02    8.3535E-05    1.6015E-01
1.3340E+01  2.3667E+00 2.4224E+02    2.5933E-05    5.9973E-03    2.5098E-07    2.2305E-02    1.4696E-04    1.7647E-01
1.2668E+01  2.5919E+00 2.4835E+02    4.8535E-05    5.9972E-03    2.5098E-07    2.4427E-02    2.5027E-04    1.9394E-01
1.1993E+01  2.8336E+00 2.5441E+02    8.7594E-05    5.9970E-03    2.5098E-07    2.6706E-02    4.1206E-04    2.1259E-01
1.1314E+01  3.0926E+00 2.6036E+02    1.5222E-04    5.9966E-03    2.5098E-07    2.9146E-02    6.5483E-04    2.3246E-01
1.0635E+01  3.3695E+00 2.6614E+02    2.5435E-04    5.9960E-03    2.5098E-07    3.1755E-02    1.0030E-03    2.5361E-01
9.9542E+00  3.6648E+00 2.7172E+02    4.0831E-04    5.9951E-03    2.5098E-07    3.4537E-02    1.4791E-03    2.7606E-01
9.2741E+00  3.9791E+00 2.7720E+02    6.2011E-04    5.9938E-03    2.5098E-07    3.7498E-02    2.0682E-03    2.9984E-01
8.5952E+00  4.3130E+00 2.8252E+02    8.9177E-04    5.9922E-03    2.5098E-07    4.0642E-02    2.7440E-03    3.2499E-01
7.9185E+00  4.6669E+00 2.8764E+02    1.2476E-03    5.9900E-03    2.5098E-07    4.3974E-02    3.5492E-03    3.5153E-01
7.2450E+00  5.0411E+00 2.9254E+02    1.7020E-03    5.9873E-03    2.5098E-07    4.7495E-02    4.4853E-03    3.7947E-01
6.5756E+00  5.4359E+00 2.9723E+02    2.2684E-03    5.9839E-03    2.5098E-07    5.1209E-02    5.5486E-03    4.0883E-01
5.9113E+00  5.8516E+00 3.0172E+02    2.9584E-03    5.9798E-03    2.5098E-07    5.5117E-02    6.7296E-03    4.3962E-01
5.2529E+00  6.2883E+00 3.0602E+02    3.7800E-03    5.9748E-03    2.5098E-07    5.9219E-02    8.0115E-03    4.7183E-01
4.6013E+00  6.7459E+00 3.1013E+02    4.7356E-03    5.9691E-03    2.5098E-07    6.3513E-02    9.3691E-03    5.0545E-01
3.9573E+00  7.2245E+00 3.1405E+02    5.8192E-03    5.9626E-03    2.5098E-07    6.7999E-02    1.0767E-02    5.4048E-01
3.3216E+00  7.7236E+00 3.1779E+02    7.0455E-03    5.9552E-03    2.5098E-07    7.2673E-02    1.2213E-02    5.7688E-01
2.6949E+00  8.2430E+00 3.2140E+02    8.4844E-03    5.9466E-03    2.5098E-07    7.7531E-02    1.3804E-02    6.1463E-01
2.0778E+00  8.7823E+00 3.2486E+02    1.0054E-02    5.9372E-03    2.5098E-07    8.2753E-02    1.5381E-02    6.5369E-01
1.4709E+00  9.3408E+00 3.2817E+02    1.1714E-02    5.9272E-03    2.5098E-07    8.8151E-02    1.6879E-02    6.9399E-01
8.7482E-01  9.9176E+00 3.3135E+02    1.3667E-02    5.9155E-03    2.5098E-07    9.3718E-02    1.8582E-02    7.3550E-01
2.9010E-01  1.0512E+01 3.3437E+02    1.5674E-02    5.9035E-03    2.5098E-07    9.9443E-02    2.0143E-02    7.7812E-01
0.0000E+00  1.0818E+01 3.3587E+02    1.6790E-02    5.8968E-03    2.5098E-07    1.0238E-01    2.0987E-02    8.0000E-01
