     ALT          P          T          FH2O           FCO2           FH2O          PCO2          FSATUR(ND)
6.0015E+01  1.8163E-02 2.3381E+02    6.1532E-03    4.3308E-01    1.5575E-05    1.0227E-02    7.6915E-03    8.0000E-01
5.8925E+01  2.1894E-02 2.3916E+02    9.1752E-03    4.3176E-01    1.5575E-05    1.2315E-02    1.1469E-02    8.0000E-01
5.7823E+01  2.6337E-02 2.4389E+02    1.2540E-02    4.3030E-01    1.5575E-05    1.4793E-02    1.5675E-02    8.0000E-01
5.6712E+01  3.1615E-02 2.4818E+02    1.6141E-02    4.2873E-01    1.5575E-05    1.7727E-02    2.0176E-02    8.0000E-01
5.5594E+01  3.7871E-02 2.5217E+02    1.9906E-02    4.2709E-01    1.5575E-05    2.1191E-02    2.4883E-02    8.0000E-01
5.4470E+01  4.5269E-02 2.5592E+02    2.3786E-02    4.2540E-01    1.5575E-05    2.5272E-02    2.9732E-02    8.0000E-01
5.3342E+01  5.3999E-02 2.5949E+02    2.7744E-02    4.2367E-01    1.5575E-05    3.0068E-02    3.4680E-02    8.0000E-01
5.2209E+01  6.4276E-02 2.6294E+02    3.1756E-02    4.2192E-01    1.5575E-05    3.5692E-02    3.9694E-02    8.0000E-01
5.1075E+01  7.6350E-02 2.6627E+02    3.5801E-02    4.2016E-01    1.5575E-05    4.2270E-02    4.4751E-02    8.0000E-01
4.9938E+01  9.0500E-02 2.6952E+02    3.9866E-02    4.1839E-01    1.5575E-05    4.9948E-02    4.9833E-02    8.0000E-01
4.8800E+01  1.0705E-01 2.7270E+02    4.3939E-02    4.1661E-01    1.5575E-05    5.8889E-02    5.4924E-02    8.0000E-01
4.7660E+01  1.2636E-01 2.7626E+02    4.8984E-02    4.1441E-01    1.5575E-05    6.9271E-02    6.1230E-02    8.0000E-01
4.6517E+01  1.4883E-01 2.7985E+02    5.3383E-02    4.1250E-01    1.5575E-05    8.1297E-02    6.6729E-02    8.0000E-01
4.5373E+01  1.7494E-01 2.8338E+02    5.7175E-02    4.1085E-01    1.5575E-05    9.5205E-02    7.1468E-02    8.0000E-01
4.4228E+01  2.0519E-01 2.8691E+02    6.1857E-02    4.0880E-01    1.5575E-05    1.1174E-01    7.7322E-02    8.0000E-01
4.3081E+01  2.4017E-01 2.9043E+02    6.6430E-02    4.0681E-01    1.5575E-05    1.3076E-01    8.3038E-02    8.0000E-01
4.1934E+01  2.8052E-01 2.9394E+02    7.0425E-02    4.0507E-01    1.5575E-05    1.5260E-01    8.8032E-02    8.0000E-01
4.0787E+01  3.2696E-01 2.9743E+02    7.4596E-02    4.0325E-01    1.5575E-05    1.7762E-01    9.3245E-02    8.0000E-01
3.9641E+01  3.8029E-01 3.0093E+02    7.9257E-02    4.0122E-01    1.5575E-05    2.0623E-01    9.9071E-02    8.0000E-01
3.8495E+01  4.4140E-01 3.0444E+02    8.3379E-02    3.9943E-01    1.5575E-05    2.3884E-01    1.0422E-01    8.0000E-01
3.7350E+01  5.1124E-01 3.0792E+02    8.7059E-02    3.9782E-01    1.5575E-05    2.7596E-01    1.0882E-01    8.0000E-01
3.6206E+01  5.9088E-01 3.1143E+02    9.1747E-02    3.9578E-01    1.5575E-05    3.1810E-01    1.1468E-01    8.0000E-01
3.5065E+01  6.8150E-01 3.1493E+02    9.5851E-02    3.9399E-01    1.5575E-05    3.6581E-01    1.1981E-01    8.0000E-01
3.3926E+01  7.8437E-01 3.1838E+02    9.9116E-02    3.9257E-01    1.5575E-05    4.1975E-01    1.2389E-01    8.0000E-01
3.2790E+01  9.0087E-01 3.2185E+02    1.0328E-01    3.9075E-01    1.5575E-05    4.8059E-01    1.2910E-01    8.0000E-01
3.1657E+01  1.0325E+00 3.2534E+02    1.0723E-01    3.8903E-01    1.5575E-05    5.4901E-01    1.3403E-01    8.0000E-01
3.0528E+01  1.1809E+00 3.2883E+02    1.1055E-01    3.8759E-01    1.5575E-05    6.2583E-01    1.3819E-01    8.0000E-01
2.9403E+01  1.3477E+00 3.3232E+02    1.1422E-01    3.8599E-01    1.5575E-05    7.1188E-01    1.4277E-01    8.0000E-01
2.8282E+01  1.5349E+00 3.3585E+02    1.1820E-01    3.8425E-01    1.5575E-05    8.1101E-01    1.4775E-01    8.0000E-01
2.7166E+01  1.7444E+00 3.3938E+02    1.2172E-01    3.8272E-01    1.5575E-05    9.2149E-01    1.5215E-01    8.0000E-01
2.6056E+01  1.9784E+00 3.4292E+02    1.2492E-01    3.8132E-01    1.5575E-05    1.0444E+00    1.5615E-01    8.0000E-01
2.4951E+01  2.2390E+00 3.4648E+02    1.2895E-01    3.7957E-01    1.5575E-05    1.1807E+00    1.6119E-01    8.0000E-01
2.3852E+01  2.5287E+00 3.5005E+02    1.3260E-01    3.7798E-01    1.5575E-05    1.3316E+00    1.6575E-01    8.0000E-01
2.2759E+01  2.8498E+00 3.5362E+02    1.3577E-01    3.7660E-01    1.5575E-05    1.4981E+00    1.6971E-01    8.0000E-01
2.1673E+01  3.2049E+00 3.5720E+02    1.3937E-01    3.7503E-01    1.5575E-05    1.6817E+00    1.7421E-01    8.0000E-01
2.0594E+01  3.5967E+00 3.6078E+02    1.4302E-01    3.7344E-01    1.5575E-05    1.8833E+00    1.7878E-01    8.0000E-01
1.9522E+01  4.0279E+00 3.6437E+02    1.4627E-01    3.7202E-01    1.5575E-05    2.1043E+00    1.8283E-01    8.0000E-01
1.8459E+01  4.5014E+00 3.6795E+02    1.4921E-01    3.7074E-01    1.5575E-05    2.3460E+00    1.8651E-01    8.0000E-01
1.7404E+01  5.0199E+00 3.7153E+02    1.5282E-01    3.6917E-01    1.5575E-05    2.6098E+00    1.9103E-01    8.0000E-01
1.6358E+01  5.5864E+00 3.7512E+02    1.5606E-01    3.6775E-01    1.5575E-05    2.8968E+00    1.9508E-01    8.0000E-01
1.5321E+01  6.2037E+00 3.7869E+02    1.5889E-01    3.6652E-01    1.5575E-05    3.2085E+00    1.9861E-01    8.0000E-01
1.4294E+01  6.8749E+00 3.8225E+02    1.6201E-01    3.6516E-01    1.5575E-05    3.5461E+00    2.0251E-01    8.0000E-01
1.3278E+01  7.6026E+00 3.8581E+02    1.6519E-01    3.6378E-01    1.5575E-05    3.9107E+00    2.0649E-01    8.0000E-01
1.2272E+01  8.3896E+00 3.8936E+02    1.6800E-01    3.6255E-01    1.5575E-05    4.3038E+00    2.1000E-01    8.0000E-01
1.1278E+01  9.2387E+00 3.9289E+02    1.7056E-01    3.6144E-01    1.5575E-05    4.7264E+00    2.1320E-01    8.0000E-01
1.0295E+01  1.0152E+01 3.9641E+02    1.7363E-01    3.6010E-01    1.5575E-05    5.1796E+00    2.1704E-01    8.0000E-01
9.3246E+00  1.1133E+01 3.9991E+02    1.7636E-01    3.5891E-01    1.5575E-05    5.6800E+00    2.2044E-01    8.0000E-01
8.3671E+00  1.2183E+01 4.0339E+02    1.7867E-01    3.5790E-01    1.5575E-05    6.2139E+00    2.2334E-01    8.0000E-01
7.4228E+00  1.3303E+01 4.0685E+02    1.8146E-01    3.5669E-01    1.5575E-05    6.7822E+00    2.2682E-01    8.0000E-01
6.4922E+00  1.4496E+01 4.1028E+02    1.8404E-01    3.5556E-01    1.5575E-05    7.3853E+00    2.3005E-01    8.0000E-01
5.5759E+00  1.5763E+01 4.1368E+02    1.8622E-01    3.5461E-01    1.5575E-05    8.0238E+00    2.3277E-01    8.0000E-01
4.6744E+00  1.7105E+01 4.1705E+02    1.8866E-01    3.5355E-01    1.5575E-05    8.6981E+00    2.3582E-01    8.0000E-01
3.7882E+00  1.8522E+01 4.2039E+02    1.9104E-01    3.5251E-01    1.5575E-05    9.4080E+00    2.3881E-01    8.0000E-01
2.9178E+00  2.0014E+01 4.2368E+02    1.9302E-01    3.5165E-01    1.5575E-05    1.0154E+01    2.4128E-01    8.0000E-01
2.0637E+00  2.1581E+01 4.2694E+02    1.9525E-01    3.5068E-01    1.5575E-05    1.0935E+01    2.4406E-01    8.0000E-01
1.2263E+00  2.3221E+01 4.3015E+02    1.9738E-01    3.4975E-01    1.5575E-05    1.1750E+01    2.4673E-01    8.0000E-01
4.0636E-01  2.4934E+01 4.3332E+02    1.9908E-01    3.4901E-01    1.5575E-05    1.2599E+01    2.4885E-01    8.0000E-01
0.0000E+00  2.5823E+01 4.3490E+02    2.0029E-01    3.4848E-01    1.5575E-05    1.3040E+01    2.5037E-01    8.0000E-01
