     ALT          P          T          FH2O           FCO2           FH2O          PCO2          FSATUR(ND)
8.2922E+01  7.8437E-06 1.9427E+02    2.2346E-07    9.4267E-05    2.2767E-07    0.0000E+00    8.5540E-02    8.0000E-02
8.1565E+01  9.8399E-06 1.9287E+02    2.2346E-07    9.4267E-05    2.2767E-07    2.9570E-10    5.4283E-02    8.0000E-02
8.0230E+01  1.2323E-05 1.9146E+02    2.2346E-07    9.4267E-05    2.2767E-07    6.6352E-10    3.4282E-02    8.0000E-02
7.8915E+01  1.5406E-05 1.9002E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.1202E-09    2.1505E-02    8.0000E-02
7.7620E+01  1.9227E-05 1.8858E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.6863E-09    1.3443E-02    8.0000E-02
7.6346E+01  2.3955E-05 1.8714E+02    2.2346E-07    9.4267E-05    2.2767E-07    2.3867E-09    8.4105E-03    8.0000E-02
7.5092E+01  2.9794E-05 1.8575E+02    2.2346E-07    9.4267E-05    2.2767E-07    3.2516E-09    5.2791E-03    8.0000E-02
7.3857E+01  3.6993E-05 1.8442E+02    2.2346E-07    9.4267E-05    2.2767E-07    4.3180E-09    3.3490E-03    8.0000E-02
7.2641E+01  4.5853E-05 1.8318E+02    2.2346E-07    9.4267E-05    2.2767E-07    5.6304E-09    2.1553E-03    8.0000E-02
7.1443E+01  5.6736E-05 1.8206E+02    2.2346E-07    9.4267E-05    2.2767E-07    7.2426E-09    1.4147E-03    8.0000E-02
7.0262E+01  7.0082E-05 1.8108E+02    2.2346E-07    9.4267E-05    2.2767E-07    9.2196E-09    9.5347E-04    8.0000E-02
6.9097E+01  8.6418E-05 1.8028E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.1640E-08    6.6429E-04    8.0000E-02
6.7946E+01  1.0638E-04 1.7969E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.4597E-08    4.8177E-04    8.0000E-02
6.6808E+01  1.3073E-04 1.7930E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.8203E-08    3.6470E-04    8.0000E-02
6.5682E+01  1.6037E-04 1.7909E+02    2.2346E-07    9.4267E-05    2.2767E-07    2.2594E-08    2.8621E-04    8.0000E-02
6.4566E+01  1.9640E-04 1.7905E+02    2.2346E-07    9.4267E-05    2.2767E-07    2.7931E-08    2.3177E-04    8.0000E-02
6.3461E+01  2.4011E-04 1.7914E+02    2.2346E-07    9.4267E-05    2.2767E-07    3.4406E-08    1.9303E-04    8.0000E-02
6.2364E+01  2.9304E-04 1.7935E+02    2.2346E-07    9.4267E-05    2.2767E-07    4.2247E-08    1.6488E-04    8.0000E-02
6.1275E+01  3.5702E-04 1.7967E+02    2.2346E-07    9.4267E-05    2.2767E-07    5.1725E-08    1.4405E-04    8.0000E-02
6.0194E+01  4.3423E-04 1.8009E+02    2.2346E-07    9.4267E-05    2.2767E-07    6.3162E-08    1.2832E-04    8.0000E-02
5.9121E+01  5.2723E-04 1.8059E+02    2.2346E-07    9.4267E-05    2.2767E-07    7.6939E-08    1.1614E-04    8.0000E-02
5.8053E+01  6.3904E-04 1.8115E+02    2.2346E-07    9.4267E-05    2.2767E-07    9.3502E-08    1.0647E-04    8.0000E-02
5.6993E+01  7.7324E-04 1.8176E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.1338E-07    9.8571E-05    8.0000E-02
5.5939E+01  9.3401E-04 1.8240E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.3720E-07    9.1995E-05    8.0000E-02
5.4890E+01  1.1263E-03 1.8308E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.6568E-07    8.6435E-05    8.0000E-02
5.3848E+01  1.3558E-03 1.8377E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.9967E-07    8.1575E-05    8.0000E-02
5.2812E+01  1.6292E-03 1.8448E+02    2.2346E-07    9.4267E-05    2.2767E-07    2.4018E-07    7.7112E-05    8.0000E-02
5.1782E+01  1.9545E-03 1.8517E+02    2.2346E-07    9.4267E-05    2.2767E-07    2.8836E-07    7.2807E-05    8.0000E-02
5.0759E+01  2.3406E-03 1.8583E+02    2.2346E-07    9.4267E-05    2.2767E-07    3.4557E-07    6.8495E-05    8.0000E-02
4.9742E+01  2.7983E-03 1.8646E+02    2.2346E-07    9.4267E-05    2.2767E-07    4.1336E-07    6.4089E-05    8.0000E-02
4.8732E+01  3.3396E-03 1.8705E+02    2.2346E-07    9.4267E-05    2.2767E-07    4.9355E-07    5.9573E-05    8.0000E-02
4.7729E+01  3.9789E-03 1.8760E+02    2.2346E-07    9.4267E-05    2.2767E-07    5.8825E-07    5.4987E-05    8.0000E-02
4.6733E+01  4.7324E-03 1.8809E+02    2.2346E-07    9.4267E-05    2.2767E-07    6.9986E-07    5.0397E-05    8.0000E-02
4.5745E+01  5.6188E-03 1.8854E+02    2.2346E-07    9.4267E-05    2.2767E-07    8.3118E-07    4.5874E-05    8.0000E-02
4.4765E+01  6.6599E-03 1.8895E+02    2.2346E-07    9.4267E-05    2.2767E-07    9.8539E-07    4.1478E-05    8.0000E-02
4.3793E+01  7.8803E-03 1.8930E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.1662E-06    3.7256E-05    8.0000E-02
4.2830E+01  9.3083E-03 1.8961E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.3777E-06    3.3245E-05    8.0000E-02
4.1875E+01  1.0976E-02 1.8987E+02    2.2346E-07    9.4267E-05    2.2767E-07    1.6248E-06    2.9480E-05    8.0000E-02
