     ALT          P          T          FH2O           FCO2           FH2O          PCO2          FSATUR(ND)
2.0828E+01  3.8844E-01 3.2200E+02    2.4118E-01    9.5984E-02    8.4576E-05    6.2471E-02    3.0147E-01    8.0000E-01
1.9796E+01  4.3018E-01 3.2423E+02    2.4321E-01    9.5726E-02    8.4576E-05    6.8991E-02    3.0401E-01    8.0000E-01
1.8774E+01  4.7553E-01 3.2645E+02    2.4553E-01    9.5432E-02    8.4576E-05    7.6055E-02    3.0692E-01    8.0000E-01
1.7764E+01  5.2471E-01 3.2867E+02    2.4678E-01    9.5275E-02    8.4576E-05    8.3697E-02    3.0847E-01    8.0000E-01
1.6765E+01  5.7792E-01 3.3089E+02    2.4974E-01    9.4901E-02    8.4576E-05    9.1941E-02    3.1217E-01    8.0000E-01
1.5779E+01  6.3535E-01 3.3309E+02    2.5039E-01    9.4819E-02    8.4576E-05    1.0082E-01    3.1298E-01    8.0000E-01
1.4804E+01  6.9722E-01 3.3530E+02    2.5385E-01    9.4380E-02    8.4576E-05    1.1073E-01    3.1731E-01    8.0000E-01
1.3841E+01  7.6372E-01 3.3749E+02    2.5513E-01    9.4219E-02    8.4576E-05    1.2134E-01    3.1891E-01    8.0000E-01
1.2891E+01  8.3503E-01 3.3969E+02    2.5784E-01    9.3876E-02    8.4576E-05    1.3269E-01    3.2230E-01    8.0000E-01
1.1953E+01  9.1133E-01 3.4186E+02    2.5972E-01    9.3638E-02    8.4576E-05    1.4479E-01    3.2465E-01    8.0000E-01
1.1029E+01  9.9279E-01 3.4402E+02    2.6160E-01    9.3400E-02    8.4576E-05    1.5768E-01    3.2700E-01    8.0000E-01
1.0119E+01  1.0796E+00 3.4617E+02    2.6406E-01    9.3089E-02    8.4576E-05    1.7138E-01    3.3008E-01    8.0000E-01
9.2217E+00  1.1718E+00 3.4829E+02    2.6502E-01    9.2967E-02    8.4576E-05    1.8589E-01    3.3128E-01    8.0000E-01
8.3391E+00  1.2695E+00 3.5041E+02    2.6809E-01    9.2579E-02    8.4576E-05    2.0124E-01    3.3511E-01    8.0000E-01
7.4708E+00  1.3729E+00 3.5250E+02    2.6934E-01    9.2421E-02    8.4576E-05    2.1742E-01    3.3668E-01    8.0000E-01
6.6172E+00  1.4820E+00 3.5457E+02    2.7174E-01    9.2118E-02    8.4576E-05    2.3446E-01    3.3967E-01    8.0000E-01
5.7787E+00  1.5969E+00 3.5661E+02    2.7359E-01    9.1883E-02    8.4576E-05    2.5234E-01    3.4199E-01    8.0000E-01
4.9556E+00  1.7175E+00 3.5864E+02    2.7491E-01    9.1717E-02    8.4576E-05    2.7108E-01    3.4363E-01    8.0000E-01
4.1482E+00  1.8438E+00 3.6063E+02    2.7738E-01    9.1405E-02    8.4576E-05    2.9066E-01    3.4672E-01    8.0000E-01
3.3568E+00  1.9759E+00 3.6260E+02    2.7842E-01    9.1273E-02    8.4576E-05    3.1107E-01    3.4802E-01    8.0000E-01
2.5818E+00  2.1135E+00 3.6454E+02    2.8059E-01    9.0998E-02    8.4576E-05    3.3229E-01    3.5074E-01    8.0000E-01
1.8234E+00  2.2566E+00 3.6645E+02    2.8229E-01    9.0784E-02    8.4576E-05    3.5430E-01    3.5286E-01    8.0000E-01
1.0821E+00  2.4049E+00 3.6832E+02    2.8312E-01    9.0678E-02    8.4576E-05    3.7708E-01    3.5390E-01    8.0000E-01
3.5813E-01  2.5584E+00 3.7015E+02    2.8538E-01    9.0393E-02    8.4576E-05    4.0059E-01    3.5672E-01    8.0000E-01
0.0000E+00  2.6375E+00 3.7107E+02    2.8613E-01    9.0297E-02    8.4576E-05    4.1269E-01    3.5766E-01    8.0000E-01
