     ALT          P          T          FH2O           FCO2           FH2O          PCO2          FSATUR(ND)
1.2015E+02  7.8951E-07 2.0000E+02    6.4124E-01    2.4222E-02    6.4124E-01    0.0000E+00    2.0996E+00    8.0000E-01
1.1871E+02  1.0034E-06 2.0000E+02    6.4124E-01    2.4222E-02    6.4124E-01    1.0857E-08    1.6520E+00    8.0000E-01
1.1728E+02  1.2730E-06 2.0000E+02    6.4124E-01    2.4222E-02    6.4124E-01    2.4537E-08    1.3022E+00    8.0000E-01
1.1585E+02  1.6120E-06 2.0000E+02    6.4124E-01    2.4222E-02    6.4124E-01    4.1744E-08    1.0283E+00    8.0000E-01
1.1444E+02  2.0377E-06 2.0000E+02    6.4124E-01    2.4222E-02    6.4124E-01    6.3345E-08    8.1350E-01    8.0000E-01
1.1304E+02  2.5710E-06 2.0143E+02    6.4124E-01    2.4222E-02    6.4124E-01    9.0413E-08    8.0155E-01    8.0000E-01
1.1163E+02  3.2381E-06 2.0298E+02    6.4233E-01    2.4148E-02    6.4124E-01    1.2421E-07    8.0291E-01    8.0000E-01
1.1023E+02  4.0708E-06 2.0454E+02    6.4341E-01    2.4076E-02    6.4124E-01    1.6628E-07    8.0426E-01    8.0000E-01
1.0882E+02  5.1083E-06 2.0611E+02    6.4448E-01    2.4003E-02    6.4124E-01    2.1854E-07    8.0560E-01    8.0000E-01
1.0742E+02  6.3986E-06 2.0770E+02    6.4554E-01    2.3932E-02    6.4124E-01    2.8334E-07    8.0692E-01    8.0000E-01
1.0602E+02  8.0003E-06 2.0929E+02    6.4659E-01    2.3861E-02    6.4124E-01    3.6353E-07    8.0824E-01    8.0000E-01
1.0462E+02  9.9848E-06 2.1090E+02    6.4763E-01    2.3791E-02    6.4124E-01    4.6260E-07    8.0954E-01    8.0000E-01
1.0321E+02  1.2439E-05 2.1252E+02    6.4866E-01    2.3721E-02    6.4124E-01    5.8474E-07    8.1083E-01    8.0000E-01
1.0181E+02  1.5468E-05 2.1414E+02    6.4969E-01    2.3652E-02    6.4124E-01    7.3507E-07    8.1211E-01    8.0000E-01
1.0042E+02  1.9200E-05 2.1579E+02    6.5070E-01    2.3583E-02    6.4124E-01    9.1973E-07    8.1338E-01    8.0000E-01
