                    1   3.2133296546191913E+018
                    2   4.0093666121051709E+018
                    3   4.9936371578271273E+018
                    4   6.2083834779594445E+018
                    5   7.7047761801505423E+018
                    6   9.5446730177773507E+018
                    7   1.1802695469469458E+019
                    8   1.4568674556644268E+019
                    9   1.7950524361598573E+019
                   10   2.2077609525620412E+019
                   11   2.7104681591304679E+019
                   12   3.3216468427650081E+019
                   13   4.0633011151016960E+019
                   14   4.9615853925554856E+019
                   15   6.0475203771299561E+019
                   16   7.3578189983232049E+019
                   17   8.9358365900820955E+019
                   18   1.0832660946548407E+020
                   19   1.3108359312860325E+020
                   20   1.5833400805113174E+020
                   21   1.9090274194848258E+020
                   22   2.2975322411240171E+020
                   23   2.7600816476131046E+020
                   24   3.3097292854889362E+020
                   25   3.9616179335037479E+020
                   26   4.7332735483272240E+020
                   27   5.6449334421432979E+020
                   28   6.7199113037526178E+020
                   29   7.9850017736333564E+020
                   30   9.4709272355608501E+020
                   31   1.1212829384196066E+021
                   32   1.3250807960286929E+021
                   33   1.5630508803022756E+021
                   34   1.8403763042501276E+021
                   35   2.1629278833811768E+021
                   36   2.5373386507482085E+021
                   37   2.9710837368717401E+021
                   38   3.4725655610148494E+021
                   39   4.0512041900664470E+021
                   40   4.7175326168351014E+021
                   41   5.4832965902091525E+021
                   42   6.3615584949469436E+021
                   43   7.3668046285977808E+021
                   44   8.5150550572772318E+021
                   45   9.8239750511252273E+021
                   46   1.1312986905028757E+022
                   47   1.3003380741791596E+022
                   48   1.4918422675062818E+022
                   49   1.7083458480186866E+022
                   50   1.9526010685452716E+022
                   51   2.2275866757356709E+022
                   52   2.5365155815374184E+022
                   53   2.8828411078948250E+022
                   54   3.2702615027099921E+022
                   55   3.7027224045046660E+022
                   56   4.1844169148785899E+022
                   57   4.7197829224622576E+022
                   58   5.3134973103315289E+022
                   59   5.9704666715525130E+022
                   60   6.6958141554312996E+022
                   61   7.4948620709485693E+022
                   62   8.3731098845275528E+022
                   63   9.3362072674794352E+022
                   64   1.0389921874875806E+023
                   65   1.1540101572848807E+023
                   66   1.2792630875943328E+023
                   67   1.4153381410563327E+023
                   68   1.5628156285009700E+023
                   69   1.7222628321236011E+023
                   70   1.8942272188118113E+023
                   71   2.0792290570463493E+023
                   72   2.2777534611608649E+023
                   73   2.4902418979509271E+023
                   74   2.7170832025591368E+023
                   75   2.9586041631062168E+023
                   76   3.2150597465184373E+023
                   77   3.4866230512375944E+023
                   78   3.7733750857751999E+023
                   79   4.0752944851490549E+023
                   80   4.3922472898637131E+023
                   81   4.7239768862645013E+023
                   82   5.0700941351395052E+023
                   83   5.4300682970101637E+023
                   84   5.8032179458582705E+023
                   85   6.1886973893255966E+023
                   86   6.5854944172703833E+023
                   87   6.9924250471554192E+023
                   88   7.4081186481493236E+023
                   89   7.8310114940075928E+023
                   90   8.2593388746555813E+023
                   91   8.6911279662309503E+023
                   92   9.1241937176195313E+023
                   93   9.5561404318614942E+023
                   94   9.9843715577007103E+023
                   95   1.0406108699008860E+024
                   96   1.0818418515214806E+024
                   97   1.1218244379570934E+024
                   98   1.1602388462168825E+024
                   99   1.1967675040329471E+024
                  100   1.2312755417917123E+024
                  101   0.0000000000000000     
